,Unnamed: 0,ISBN,Image,Link,Name,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
61,61,958578346,0958578346.jpg,http://ecx.images-amazon.com/images/I/519stZfy9OL.jpg,From Hell,Comics & Graphic Novels,FROM HELL,Alan Moore,2000,Top Shelf Production,http://images.amazon.com/images/P/0958578346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0958578346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0958578346.01.LZZZZZZZ.jpg
62,62,1569714029,1569714029.jpg,http://ecx.images-amazon.com/images/I/51J7dbSUWZL.jpg,300,Comics & Graphic Novels,300,Frank Miller,1999,Dark Horse Comics,http://images.amazon.com/images/P/1569714029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569714029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569714029.01.LZZZZZZZ.jpg
63,63,752866052,0752866052.jpg,http://ecx.images-amazon.com/images/I/61OPwTzusrL.jpg,Asterix the Gaul: Album #1,Comics & Graphic Novels,Asterix the Gaul (Asterix (Orion Paperback)),Rene Goscinny,2004,Orion,http://images.amazon.com/images/P/0752866052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752866052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752866052.01.LZZZZZZZ.jpg
64,64,156389470X,156389470X.jpg,http://ecx.images-amazon.com/images/I/51Hu3JqU-pL.jpg,Neil Gaiman and Charles Vess' Stardust,Comics & Graphic Novels,Stardust,Neil Gaiman,1999,DC Comics,http://images.amazon.com/images/P/156389470X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156389470X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156389470X.01.LZZZZZZZ.jpg
65,65,1891830600,1891830600.jpg,http://ecx.images-amazon.com/images/I/51WpXbPCgaL.jpg,Carnet De Voyage (Travel Journal),Comics & Graphic Novels,Carnet De Voyage,C. Thompson,2004,Top Shelf Productions,http://images.amazon.com/images/P/1891830600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1891830600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1891830600.01.LZZZZZZZ.jpg
66,66,312868855,0312868855.jpg,http://ecx.images-amazon.com/images/I/419R8w5C3EL.jpg,Hell House,Comics & Graphic Novels,Hell House,Richard Matheson,1999,Tor Books,http://images.amazon.com/images/P/0312868855.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312868855.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312868855.01.LZZZZZZZ.jpg
67,67,943151163,0943151163.jpg,http://ecx.images-amazon.com/images/I/51ioKHtVO5L.jpg,Johnny The Homicidal Maniac: Director's Cut,Comics & Graphic Novels,Johnny The Homicidal Maniac : Director's Cut,Jhonen Vasquez,1999,SLG Publishing,http://images.amazon.com/images/P/0943151163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0943151163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0943151163.01.LZZZZZZZ.jpg
68,68,1593070942,1593070942.jpg,http://ecx.images-amazon.com/images/I/51ybUVg56mL.jpg,"Hellboy, Vol. 1: Seed of Destruction",Comics & Graphic Novels,Hellboy: Seed of Destruction (Hellboy),Mike Mignola,2004,Dark Horse Comics,http://images.amazon.com/images/P/1593070942.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593070942.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593070942.01.LZZZZZZZ.jpg
69,69,486275590,0486275590.jpg,http://ecx.images-amazon.com/images/I/51UgKrfGH4L.jpg,Treasure Island (Dover Thrift Editions),Comics & Graphic Novels,Treasure Island (Dover Thrift Editions),Robert Louis Stevenson,1993,Dover Publications,http://images.amazon.com/images/P/0486275590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486275590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486275590.01.LZZZZZZZ.jpg
70,70,1560974273,1560974273.jpg,http://ecx.images-amazon.com/images/I/5103uwgnrvL.jpg,Ghost World,Comics & Graphic Novels,Ghost World,Daniel Clowes,2001,Fantagraphics Books,http://images.amazon.com/images/P/1560974273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560974273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560974273.01.LZZZZZZZ.jpg
71,71,1891830430,1891830430.jpg,http://ecx.images-amazon.com/images/I/51Au42vb49L.jpg,Blankets,Comics & Graphic Novels,Blankets: An Illustrated Novel,Craig Thompson,2003,Top Shelf Productions,http://images.amazon.com/images/P/1891830430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1891830430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1891830430.01.LZZZZZZZ.jpg
72,72,486272788,0486272788.jpg,http://ecx.images-amazon.com/images/I/510MGCXsPoL.jpg,Hamlet (Dover Thrift Editions),Comics & Graphic Novels,Hamlet (Dover Thrift Editions),William Shakespeare,1992,Dover Publications,http://images.amazon.com/images/P/0486272788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486272788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486272788.01.LZZZZZZZ.jpg
73,73,394711823,0394711823.jpg,http://ecx.images-amazon.com/images/I/51b0uM2XKuL.jpg,Remembrance of Things Past: Volume I - Swann's Way & Within a Budding Grove (Vintage),Comics & Graphic Novels,Remembrance of Things Past: Swanns Way Within a Budding Grove,Marcel Proust,1982,Vintage Books USA,http://images.amazon.com/images/P/0394711823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394711823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394711823.01.LZZZZZZZ.jpg
74,74,1592910122,1592910122.jpg,http://ecx.images-amazon.com/images/I/611DOEzj2uL.jpg,Alan Moore's Writing For Comics Volume 1,Comics & Graphic Novels,Alan Moore's Writing for Comics,Alan Moore,2003,Avatar Press,http://images.amazon.com/images/P/1592910122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1592910122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1592910122.01.LZZZZZZZ.jpg
75,75,679819460,0679819460.jpg,http://ecx.images-amazon.com/images/I/51lUKPXS0sL.jpg,"Kidnapped At Birth? (Marvin Redpost 1, paper)",Comics & Graphic Novels,"Kidnapped At Birth? (Marvin Redpost 1, paper)",LOUIS SACHAR,1992,Random House Books for Young Readers,http://images.amazon.com/images/P/0679819460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679819460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679819460.01.LZZZZZZZ.jpg
76,76,60011610,0060011610.jpg,http://ecx.images-amazon.com/images/I/514bzS%2BIPsL.jpg,The Parables of Peanuts,Comics & Graphic Novels,The Parables of Peanuts,Robert L. Short,2002,HarperSanFrancisco,http://images.amazon.com/images/P/0060011610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060011610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060011610.01.LZZZZZZZ.jpg
77,77,764120859,0764120859.jpg,http://ecx.images-amazon.com/images/I/51qmc98ZfoL.jpg,Romeo and Juliet (Simply Shakespeare),Comics & Graphic Novels,Romeo And Juliet,William Shakespeare,2002,Barron's Educational Series,http://images.amazon.com/images/P/0764120859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764120859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764120859.01.LZZZZZZZ.jpg
78,78,189221394X,189221394X.jpg,http://ecx.images-amazon.com/images/I/51YRRTZ1AEL.jpg,Clover #2,Comics & Graphic Novels,Clover #2,Clamp,2001,Tokyopop,http://images.amazon.com/images/P/189221394X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/189221394X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/189221394X.01.LZZZZZZZ.jpg
79,79,048623231X,048623231X.jpg,http://ecx.images-amazon.com/images/I/61XYqa6p9rL.jpg,The Dore Illustrations for Dante's Divine Comedy (136 Plates by Gustave Dore),Comics & Graphic Novels,The Dore Illustrations for Dante's Divine Comedy,Gustave Dore,1976,Dover Publications,http://images.amazon.com/images/P/048623231X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/048623231X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/048623231X.01.LZZZZZZZ.jpg
80,80,60953500,0060953500.jpg,http://ecx.images-amazon.com/images/I/61DDsiNL%2BVL.jpg,Reinventing Comics: How Imagination and Technology Are Revolutionizing an Art Form,Comics & Graphic Novels,Reinventing Comics : How Imagination and Technology Are Revolutionizing an Art Form,Scott McCloud,2000,Perennial,http://images.amazon.com/images/P/0060953500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060953500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060953500.01.LZZZZZZZ.jpg
81,81,823010279,0823010279.jpg,http://ecx.images-amazon.com/images/I/61dDk8Fvp5L.jpg,The DC Comics Guide to Writing Comics,Comics & Graphic Novels,The Dc Comics Guide to Writing Comics,Dennis O'Neil,2001,Watson-Guptill Publications,http://images.amazon.com/images/P/0823010279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823010279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823010279.01.LZZZZZZZ.jpg
82,82,929261518,0929261518.jpg,http://ecx.images-amazon.com/images/I/51kV5kCWbgL.jpg,"Animation 1: Learn to Animate Cartoons Step by Step (Cartooning, Book 1)",Comics & Graphic Novels,Cartoon Animation (How to Draw and Paint series #26),Preston Blair,1986,Walter Foster Publishing,http://images.amazon.com/images/P/0929261518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0929261518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0929261518.01.LZZZZZZZ.jpg
83,83,399508031,0399508031.jpg,http://ecx.images-amazon.com/images/I/51Y80Tab-mL.jpg,Cartooning the Head and Figure,Comics & Graphic Novels,Cartooning the Head and Figure: By Jack Hamm,Jack Hamm,1982,Perigee Books,http://images.amazon.com/images/P/0399508031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399508031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399508031.01.LZZZZZZZ.jpg
84,84,1569319006,1569319006.jpg,http://ecx.images-amazon.com/images/I/51AoGP-iQ5L.jpg,"Naruto, Vol. 1: Uzumaki Naruto",Comics & Graphic Novels,"Naruto, Vol. 1: The Tests of the Ninja",Masashi Kishimoto,2003,VIZ LLC,http://images.amazon.com/images/P/1569319006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569319006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569319006.01.LZZZZZZZ.jpg
85,85,1569319308,1569319308.jpg,http://ecx.images-amazon.com/images/I/51Pw4zhXzAL.jpg,"Dragon Ball Z, Vol. 1",Comics & Graphic Novels,"Dragon Ball Z, Vol. 1",Akira Toriyama,2003,VIZ LLC,http://images.amazon.com/images/P/1569319308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569319308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569319308.01.LZZZZZZZ.jpg
86,86,1591164354,1591164354.jpg,http://ecx.images-amazon.com/images/I/51DfHU08CNL.jpg,"The Prince of Tennis, Volume 1",Comics & Graphic Novels,The Prince Of Tennis (The Prince Of Tennis),Takeshi Konomi,2004,VIZ LLC,http://images.amazon.com/images/P/1591164354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591164354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591164354.01.LZZZZZZZ.jpg
87,87,1896597122,1896597122.jpg,http://ecx.images-amazon.com/images/I/31rxC72SmvL.jpg,Sleepwalk: and Other Stories,Comics & Graphic Novels,Sleepwalk: And Other Stories,Adrian Tomine,1998,Drawn &amp, Quarterly,http://images.amazon.com/images/P/1896597122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896597122.01.MZZZZZZZ.jpg
88,88,1896597572,1896597572.jpg,http://ecx.images-amazon.com/images/I/4191YppYexL.jpg,Summer Blonde,Comics & Graphic Novels,Summer Blonde,Adrian Tomine,2003,Drawn &amp, Quarterly,http://images.amazon.com/images/P/1896597572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896597572.01.MZZZZZZZ.jpg
89,89,189659770X,189659770X.jpg,http://ecx.images-amazon.com/images/I/51I7qRHxf0L.jpg,"It's a Good Life, If You Don't Weaken: A Picture Novella",Comics & Graphic Novels,"It's a Good Life, If You Don't Weaken",Seth,2003,Drawn &amp, Quarterly,http://images.amazon.com/images/P/189659770X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/189659770X.01.MZZZZZZZ.jpg
90,90,1896597297,1896597297.jpg,http://ecx.images-amazon.com/images/I/41x3Yz6QBuL.jpg,Berlin: City of Stones: Book One (Part 1),Comics & Graphic Novels,Berlin: Book One,Jason Lutes,2000,Drawn &amp, Quarterly Pubns,http://images.amazon.com/images/P/1896597297.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896597297.01.MZZZZZZZ.jpg
91,91,1896597440,1896597440.jpg,http://ecx.images-amazon.com/images/I/51HJ4JWJ8SL.jpg,The Poor Bastard,Comics & Graphic Novels,The Poor Bastard,Joe Matt,2001,Drawn &amp, Quarterly,http://images.amazon.com/images/P/1896597440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896597440.01.MZZZZZZZ.jpg
92,92,1896597149,1896597149.jpg,http://ecx.images-amazon.com/images/I/51xBBXvHhyL.jpg,I Never Liked You,Comics & Graphic Novels,I Never Liked You: The New Definitive Edition,Chester Brown,2002,Drawn &amp, Quarterly,http://images.amazon.com/images/P/1896597149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896597149.01.MZZZZZZZ.jpg
93,93,156097589X,156097589X.jpg,http://ecx.images-amazon.com/images/I/412f7OoMF0L.jpg,The Complete Peanuts 1950-1952 (Vol. 1)  (The Complete Peanuts),Comics & Graphic Novels,The Complete Peanuts 1950-1952,Charles M. Schulz,2004,Fantagraphics Books,http://images.amazon.com/images/P/156097589X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156097589X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156097589X.01.LZZZZZZZ.jpg
94,94,1560971169,1560971169.jpg,http://ecx.images-amazon.com/images/I/51eA-pEzdKL.jpg,Like a Velvet Glove Cast in Iron,Comics & Graphic Novels,Like a Velvet Glove Cast in Iron,Daniel Clowes,1998,Fantagraphics Books,http://images.amazon.com/images/P/1560971169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560971169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560971169.01.LZZZZZZZ.jpg
95,95,092927959X,092927959X.jpg,http://ecx.images-amazon.com/images/I/41Ny9bUxj2L.jpg,"Nausicaa of the Valley of the Wind, Vol. 2",Comics & Graphic Novels,"Nausicaa of the Valley of Wind (Nausicaa of the Valley of Wind, Graphic Novel)",Hayao Miyazaki,1990,Viz,http://images.amazon.com/images/P/092927959X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/092927959X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/092927959X.01.LZZZZZZZ.jpg
96,96,739828371,0739828371.jpg,http://ecx.images-amazon.com/images/I/51VGDF7ANML.jpg,Complete GED Preparation,Test Preparation,Complete GED Preparation (Complete GED Preparation),Ellen Northcutt,2002,Steck-Vaughn,http://images.amazon.com/images/P/0739828371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739828371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739828371.01.LZZZZZZZ.jpg
97,97,812031636,0812031636.jpg,http://ecx.images-amazon.com/images/I/51DBEKUsKCL.jpg,"Barrons's Regents Exams and Answers: Chemistry, the Physical Setting",Test Preparation,Barron's Regents Exams and Answers: Chemistry,Michael Walsh,1982,Barron's Educational Series,http://images.amazon.com/images/P/0812031636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812031636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812031636.01.LZZZZZZZ.jpg
98,98,812043448,0812043448.jpg,http://ecx.images-amazon.com/images/I/51dkbuDGNWL.jpg,Global History and Geography (Barron's Regents Exams and Answers Books),Test Preparation,Global History &amp, Geography: 2001 (Barrons Regents Exams and Answers),Philip Lefton,1999,Barron's Educational Series,http://images.amazon.com/images/P/0812043448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812043448.01.MZZZZZZZ.jpg
99,99,764122967,0764122967.jpg,http://ecx.images-amazon.com/images/I/51PXJQY9NVL.jpg,Let's Review: Math A (Let's Review Series),Test Preparation,Let's Review: Math A,Lawrence S. Leff,2003,Barron's Educational Series,http://images.amazon.com/images/P/0764122967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764122967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764122967.01.LZZZZZZZ.jpg
100,100,874477050,0874477050.jpg,http://ecx.images-amazon.com/images/I/412YTTC493L.jpg,"10 Real SATs, Third Edition",Test Preparation,"10 Real SATs, Third Edition",The College Board,2003,College Board,http://images.amazon.com/images/P/0874477050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874477050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874477050.01.LZZZZZZZ.jpg
101,101,764107704,0764107704.jpg,http://ecx.images-amazon.com/images/I/51SY5G4XVVL.jpg,How to Prepare for the SAT II: Mathematics Level IC (Barron's SAT Subject Test Math Level 1),Test Preparation,How to Prepare for the SAT II: Math Level IC,James J. Rizzuto,2000,Barron's Educational Series,http://images.amazon.com/images/P/0764107704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764107704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764107704.01.LZZZZZZZ.jpg
102,102,345353501,0345353501.jpg,http://ecx.images-amazon.com/images/I/51omBZm1cXL.jpg,Zen Driving,Test Preparation,Zen Driving,K.T. Berger,1988,Ballantine Books,http://images.amazon.com/images/P/0345353501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353501.01.LZZZZZZZ.jpg
103,103,743233549,0743233549.jpg,http://ecx.images-amazon.com/images/I/2132AEQPPVL.jpg,"Kaplan GRE & GMAT Exams Math Workbook, Third Edition (Kaplan GMAT Math Workbook)",Test Preparation,"Kaplan GRE &amp; GMAT Exams Math Workbook, Third Edition",David Stuart,2002,Kaplan,http://images.amazon.com/images/P/0743233549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743233549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743233549.01.LZZZZZZZ.jpg
104,104,764561006,0764561006.jpg,http://ecx.images-amazon.com/images/I/51S4PKKSJ3L.jpg,"PCAT, 4/e (Arco PCAT: Pharmacy College Admission Test)",Test Preparation,Arco Pcat (Arco Test Preparation Series),Dick R. Gourley,2000,MacMillan Publishing Company.,http://images.amazon.com/images/P/0764561006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764561006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764561006.01.LZZZZZZZ.jpg
105,105,768912067,0768912067.jpg,http://ecx.images-amazon.com/images/I/510GRWEEV0L.jpg,Master the Miller Analogies Test 2004 (Arco Master the Miller Analogies Test),Test Preparation,Master the Miller Analogies Test 2004 (Arco Academic Test Preparation Series),William Bader,2003,ARCO,http://images.amazon.com/images/P/0768912067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0768912067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0768912067.01.LZZZZZZZ.jpg
106,106,768908922,0768908922.jpg,http://ecx.images-amazon.com/images/I/51Q5CADSS4L.jpg,Arco Master the Miller Analogies Test 2003,Test Preparation,Arco Master the Miller Analogies Test 2003,William Bader,2002,Petersons Guide Order Dept,http://images.amazon.com/images/P/0768908922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0768908922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0768908922.01.LZZZZZZZ.jpg
107,107,822053098,0822053098.jpg,http://ecx.images-amazon.com/images/I/51U0siAwXsL.jpg,Accounting Principles I (Cliffs Quick Review),Test Preparation,Accounting Principles I (Cliffs Quick Review),Elizabeth A.  Minbiole,1998,Cliffs Notes,http://images.amazon.com/images/P/0822053098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822053098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822053098.01.LZZZZZZZ.jpg
108,108,1572316217,1572316217.jpg,http://ecx.images-amazon.com/images/I/51Cd3HLm0aL.jpg,Software Project Survival Guide (Developer Best Practices),Test Preparation,Software Project Survival Guide,Steve C McConnell,1997,Microsoft Press,http://images.amazon.com/images/P/1572316217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572316217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572316217.01.LZZZZZZZ.jpg
109,109,1572304510,1572304510.jpg,http://ecx.images-amazon.com/images/I/51AKS5ca6SL.jpg,Without Conscience: The Disturbing World of the Psychopaths Among Us,Test Preparation,Without Conscience: The Disturbing World of the Psychopaths Among Us,Robert D. Hare,1999,The Guilford Press,http://images.amazon.com/images/P/1572304510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572304510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572304510.01.LZZZZZZZ.jpg
110,110,080504891X,080504891X.jpg,http://ecx.images-amazon.com/images/I/51-qRuxlJnL.jpg,"Writing Your Dissertation in Fifteen Minutes a Day: A Guide to Starting, Revising, and Finishing Your Doctoral Thesis",Test Preparation,"Writing Your Dissertation in Fifteen Minutes a Day: A Guide to Starting, Revising, and Finishing Your Doctoral Thesis",Joan Bolker,1998,Owl Books,http://images.amazon.com/images/P/080504891X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080504891X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080504891X.01.LZZZZZZZ.jpg
